invoicedate,totalprice,invoicemonth,hour,day_of_year,week_of_year,weekday,month,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,season
2010-12-01 09:02:00,301.24,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:02:00,243.48,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:02:00,274.93,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:02:00,161.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:09:00,200.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,939.59,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,1919.14,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,156.1,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,115.65,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,194.85,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,165.04999999999998,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,369.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,255.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,487.75,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,505.38,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,787.4,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,-3.8,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,-122.3,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,134.11,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,101.55,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,532.43,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,204.95,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:32:00,799.4,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:34:00,322.40000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:34:00,532.59,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,116.25,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,251.40000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,5.04,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,635.89,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,294.62,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,442.34999999999997,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,143.12,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,17.85,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,1552.98,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,2558.42,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,497.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,279.6,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,315.96000000000004,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,97.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,330.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,502.04,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,1132.8000000000002,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,19.9,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:37:00,344.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,311.81,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,277.05,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,205.86,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,159.26,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,39.06,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,81.75,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,79.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,349.15000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,102.78999999999999,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,160.6,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,306.4,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,251.62,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,163.76,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,184.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,272.65000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,-5.9,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,303.97,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,38.1,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,244.46,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,259.65000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,437.93,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,286.92,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,244.08,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,1875.24,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,97.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,485.25,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,350.06,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,-17.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,768.38,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,610.64,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,-17.299999999999997,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,306.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:41:00,230.56,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,244.46,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,312.8,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,204.15,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,193.78,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,572.38,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,106.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,219.66,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,1056.63,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,288.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:45:00,4.25,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:49:00,-5.95,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,223.7,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,299.40000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,420.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,263.4,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,339.84,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,127.08,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,207.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,113.92,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,380.46,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,331.26,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:53:00,326.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,199.65,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,354.54,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,304.7,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,211.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,824.88,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,-5.9,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:56:00,98.18,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:57:00,294.5,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:57:00,202.12,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:57:00,196.43,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:58:00,261.76,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:58:00,379.75,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:58:00,341.90000000000003,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:58:00,248.1,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:58:00,100.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,116.0,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,321.79,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,434.8,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,390.66,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,22.2,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,210.24,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,-280.8,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,-2.1,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,311.25,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,-11.8,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,98.9,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,307.68,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 09:59:00,452.52,12,9,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,668.4,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,118.38,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,138.1,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,193.23,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,50.400000000000006,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,517.95,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,4076.48,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,2170.9,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,2730.96,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,324.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,192.46,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,97.2,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,532.01,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:03:00,44.400000000000006,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,30.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,170.7,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,656.52,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,349.04,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,130.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,684.46,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,183.3,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,236.97,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,197.3,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,22.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,1714.25,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,406.56,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,45.12,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,-23.849999999999998,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,247.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,1003.2,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,303.96,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,527.85,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,-883.0800000000002,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,189.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,-102.45,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,-1.67,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,-13.9,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:19:00,-7.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,-1.25,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,308.28000000000003,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,-16.95,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,143.45000000000002,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,-37.65,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,50.550000000000004,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:24:00,408.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,-6.65,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,-23.25,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,-20.85,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,-14.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,-3.25,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,2002.4,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,569.4,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,164.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,438.1,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:29:00,35.400000000000006,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:37:00,295.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,263.3,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,308.68,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,37.2,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,623.73,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,530.77,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,263.62,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,34.9,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,189.3,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,127.55,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,402.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:39:00,215.57999999999998,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,534.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,397.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,-1192.2,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,1368.4,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,71.14,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,-2.55,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,-5.45,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,-31.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,754.87,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,128.03,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,223.4,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,548.65,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,249.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:47:00,112.27,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,217.26,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,39.75,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,322.2,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,1680.88,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,187.51,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,620.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,294.01,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,841.94,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,686.4,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,425.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,1096.65,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,225.65,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,58.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,534.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,528.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,1314.0,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,248.16,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,230.25,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,736.28,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:51:00,300.24,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,1705.65,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,258.58,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,-9.95,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,-5.7,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,687.16,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,157.53,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,339.54,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,458.44,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,272.01,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,254.39000000000001,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,115.7,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,103.80000000000001,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,91.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,110.35000000000001,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,98.5,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,371.8,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,122.15,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,-75.60000000000001,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:52:00,310.1,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 10:53:00,246.3,12,10,335,48,2,12,0,1,0,0,0,Winter
2010-12-01 11:21:00,135.0,12,11,335,48,2,12,0,1,0,0,0,Winter
